battery,camera,display,memory,name,price,processor,rating,reviews,warranty,,,,,,
3000 mAh Battery,16MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"LG Q7+ (Black, 64 GB)",13999,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.4,6 Reviews,,,,,,,
3060 mAh Battery,16MP + 5MP | 16MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Nokia 6.1 Plus (Blue, 64 GB)",11990,Qualcomm Snapdragon 636 Octacore Processor,4.1,185 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2000 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Lava A82 (Gold/GoldM, 8 GB)",3749,SC7731C Processor,3.6,172 Reviews,Brand Warranty of 1 Year,,,,,,
2000 mAh Battery,5MP + 5MP | 2MP + 2MP Dual Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Bharat 4 (Blue, 8 GB)",3998,12 Months Brand Warranty,3.8,105 Reviews,,,,,,,
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Rose Gold, 32 GB)",7999,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Battery,16MP Rear Camera,16.59 cm (6.53 inch) Display,6 GB RAM | 64 GB ROM,"Vivo U20 (Racing Black, 64 GB)",11998,NA,4.1,33 Reviews,,,,,,,
2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"XOLO Q600 (White, 4 GB)",6935,1 Year for Mobile & 6 Months for Accessories,4.1,37 Reviews,,,,,,,
3500 mAh Battery,16MP Rear Camera,16.26 cm (6.4 inch) Display,8 GB RAM | 128 GB ROM,"OPPO R17 (Ambient Blue, 128 GB)",22999,1 year manufacturer warranty,,,,,,,,,
3100 mAh Battery,13MP Rear Camera | 13MP Front Camera,15.21 cm (5.99 inch) Full HD Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Gome U7 (Blue, 128 GB)",9998,6 Month warranty other than breakage,3.4,3 Reviews,,,,,,,
4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Asus ZenFone Max M1 (Black, 32 GB)",6499,Qualcomm Snapdragon 430 Processor,4.1,"17,701 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3360 mAh Li-ion Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) HD+ Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Vivo Y71 (Matte Black, 16 GB)",10999,Qualcomm Snapdragon 425 Processor,4.3,415 Reviews,Brand Warranty of 1 Year Available for Mobile,,,,,,
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 64 GB ROM,"Samsung Galaxy A30s (Prism Crush Violet, 64 GB)",18900,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3050 mAh Li-Polymer Battery,16MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Moto M (Silver, 64 GB)",9999,MediaTek Helio P15 64-bit Octa Core 2.2GHz Processor,3.9,"13,343 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) HD Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi 6A (Blue, 32 GB)",6450,Mediateck Processor,4.3,"3,666 Reviews",1 Year Manufacturer Warranty,,,,,,
2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Lenovo K3 Note (Black, 16 GB)",7399,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,4,"24,533 Reviews",Brand Warranty of 1 Year,,,,,,
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Black, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",3990,Qualcomm Snapdragon 410 Processor,3.5,23 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG V30+ (Silver, 128 GB)",24999,Qualcomm Snapdragon 835 Processor,4.3,449 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Gome C7 Note (Gold, 16 GB)",5999,1 Year,4.7,1 Reviews,,,,,,,
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Mobiistar E1 Selfie (Gold, 32 GB)",5399,1 Year on Handset & 6 Months on Accessories,3.8,57 Reviews,,,,,,,
2900 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Lenovo K3 Note (Black, 16 GB)",7399,ARM Cortex-A53 (MediaTek MT6752 64-bit 4G LTE) Processor,4,"24,533 Reviews",Brand Warranty of 1 Year,,,,,,
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Black, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2000 mAh Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Panasonic Eluga L 4G (Radiant Blue, 8 GB)",3990,Qualcomm Snapdragon 410 Processor,3.5,23 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3300 mAh Battery,16MP + 13MP | 5MP Front Camera,15.24 cm (6 inch) Quad HD+ Display,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,"LG V30+ (Silver, 128 GB)",24999,Qualcomm Snapdragon 835 Processor,4.3,449 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3500 mAh Battery,13MP + 5MP + 13MP,15.21 cm (5.99 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Gome C7 Note (Gold, 16 GB)",5999,1 Year,4.7,1 Reviews,,,,,,,
3000 mAh Battery,13MP Rear Camera | 13MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Mobiistar E1 Selfie (Gold, 32 GB)",5399,1 Year on Handset & 6 Months on Accessories,3.8,57 Reviews,,,,,,,
5000 mAh Battery,13MP + 5MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 MB,"Samsung Galaxy M20 (Ocean Blue, 32 GB)",10990,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3,147 Reviews,,,,,,,
2000 mAh Battery,8MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"LYF C459 (Blue, 8 GB)",3699,1 Year Manufacturer Warranty,3.5,274 Reviews,,,,,,,
2600 mAh Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J5 (Black, 8 GB)",7990,Qualcomm MSM8916 Processor,4.3,"2,290 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 8 GB ROM,"Lava A51 (Black, 8 GB)",3199,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5,107 Reviews,,,,,,,
3050 mAh Battery,13MP + 2MP | 13MP Front Camera,13.97 cm (5.5 inch) HD+ Display,2 GB RAM | 16 GB ROM,"Tecno Camon I Sky 2 (Champagne Gold, 16 GB)",6089,1 Year Warranty,4.1,40 Reviews,,,,,,,
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Serene Gold, 32 GB)",7499,MTK6739 64 bit Quad Core Processor,4,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Sandstone Black, 32 GB)",7499,MTK6739 64 bit Quad Core Processor,4,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3130 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Gionee S6 Pro (Gold, 32 GB)",7499,MediaTek Helio P10 MTK6755m 64-bit Processor,3.6,75 Reviews,Brand Warranty of 1 Year,,,,,,
4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix S4 (Space Gray, 32 GB)",9599,2.0 GHz Helio P22 64-bit Octa Core Processor,4.2,"3,923 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Li-polymer Battery,13MP Rear Camera | 16MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Gionee X1s (Gold, 16 GB)",6450,MT6737T Processor,4,483 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi 6A (Blue, 16 GB)",5990,1 Year Manufacturer Warranty,4.3,"3,666 Reviews",,,,,,,
4050 mAh Battery,13MP + 5MP + 8MP | 16MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Lenovo K10 Plus (Sprite, 64 GB)",11499,Qualcomm SDM632 Processor,4.1,367 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Nokia 7.2 (Cyan Green, 64 GB)",16399,Qualcomm Snapdragon 660 Processor,4.1,339 Reviews,Brand Warranty of 1 Year Available for Mobile,,,,,,
3500 mAh Battery,48MP + 5MP + 8MP | 20MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Nokia 7.2 (Ice, 64 GB)",16399,Qualcomm Snapdragon 660 Processor,4.2,611 Reviews,Brand Warranty of 1 Year Available for Mobile,,,,,,
2920 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM,"LYF Water 4 (White, 16 GB)",4999,Qualcomm Snapdragon 410 Processor,3.5,1 Reviews,Brand Warranty of 2 Year Available for Mobile and 6 Months for Accessories,,,,,,
3200 mAh Li-Po Battery,13MP + 2MP | 5MP Front Camera,14.5 cm (5.71 inch) Display,2 GB RAM | 32 GB ROM,"Lava Z71 (Ruby Red, 32 GB)",6299,Helio P22 Processor,3.8,10 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3700 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a XL (Clearly White, 64 GB)",34999,Qualcomm Snapdragon 670 Processor,4.5,229 Reviews,eSIM Compatible,,,,,,
3000 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"XOLO Era 4x (Black, 16 GB)",4299,1 Year Brand Warranty,4.1,189 Reviews,,,,,,,
4000 mAh Battery,12MP + 2MP | 32MP Front Camera,15.9 cm (6.26 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Y3 (Prime Black, 64 GB)",13999,Qualcomm Snapdragon 632 Processor,4.4,225 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,,,,,,
3100 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J5 - 6 (New 2016 Edition) (White, 16 GB)",10990,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,4.2,"17,752 Reviews",Brand Warranty of 1 Year,,,,,,
2970 mAh Battery,16MP Rear Camera,13.97 cm (5.5 inch) Display,3 GB RAM | 32 GB ROM,"Nokia 5.1 (Black, 32 GB)",7990,1 Year Manufacturing Warranty for Mobile and 6 Months Battery Warranty,4,21 Reviews,,,,,,,
5020 mAh Battery,48MP + 8MP + 5MP + 2MP | 16MP Front Camera,16.94 cm (6.67 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Redmi Note 9 Pro (Aurora Blue, 64 GB)",12999,Qualcomm® Snapdragon™ 720G Processor,4.2,107 Reviews,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,,,,,,
3000 mAh Li-Polymer Battery,8MP Rear Camera | 2MP Front Camera,13.97 cm (5.5 inch) quarter HD Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Lava Iris Alfa L (White, 8 GB)",6849,Brand Warranty of 1 Year,3.7,36 Reviews,,,,,,,
3130 mAh Battery,13MP Rear Camera,13.97 cm (5.5 inch) Display,4 GB RAM | 64 GB ROM,"Gionee S6 Pro (Gold, 64 GB)",7997,1 Year Gionee Warranty,3.6,75 Reviews,,,,,,,
4000 mAh Li-polymer Battery,12MP + 5MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"POCO F1 (Rosso Red, 256 GB)",22999,Qualcomm Snapdragon 845 Processor,4.5,"3,102 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3300 mAh Li-ion Battery,13MP Rear Camera | 8MP Front Camera,13.97 cm (5.5 inch) Full HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy On Nxt (Black, 16 GB)",11200,Exynos 7870 Octa Core 1.6 GHz Processor,4.3,"55,351 Reviews",Brand Warranty of 1 Year,,,,,,
3000 mAh Battery,13MP + 5MP | 8MP Front Camera,13.97 cm (5.5 inch) HD Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Samsung Galaxy J7 Duo (Blue, 32 GB)",10999,Exynos 7884 Processor,4.3,343 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4000 mAh Lithium-ion Battery,12MP + 12MP | 8MP Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy Note 9 (Lavender Purple, 128 GB)",73600,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.6,274 Reviews,,,,,,,
2300 mAh Li-Polymer Battery,13MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"LYF Water 10 (Black, 16 GB)",4999,Mediatek MT6753 Octa Core 1.3GHz Processor,3.7,514 Reviews,Brand Warranty of 1 Year + Extended 1 Year,,,,,,
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Carbon Black, 64 GB)",21999,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Lithium-polymer Battery,12MP + 5MP | 5MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Redmi 6 (Black, 32 GB)",6800,2.0 GHz Mediatek P22 Octacore Processor,4.4,"40,585 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2000 mAh Battery,5MP Rear Camera | 0.3MP Front Camera,12.7 cm (5 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Bolt Q381 (Black, 8 GB)",3449,Spreadtrum SC7731G Quad Core 1.3GHz Processor,3.7,675 Reviews,1 Year Manufacturer Warranty,,,,,,
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,10.92 cm (4.3 inch) WVGA Display,512 MB RAM | 4 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J1 Ace (White, 4 GB)",4988,1 Year Manufacturer Warranty,3.9,247 Reviews,,,,,,,
4500 mAh Lithium-ion Battery,48MP + 12MP + 5MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 512 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S10 Lite (Prism Black, 512 GB)",47999,Qualcomm Snapdragon 855 (SM8150) Processor,4.5,"2,616 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3100 mAh Li-Ion Battery,13MP Rear Camera | 5MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy J5 - 6 (New 2016 Edition) (Black, 16 GB)",10090,Qualcomm Snapdragon 410 Quad Core 1.2GHz Processor,4.2,"17,752 Reviews",Brand Warranty of 1 Year,,,,,,
3200 mAh Battery,13MP Rear Camera | 16MP Front Camera,15.24 cm (6 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO F5 Youth (Gold, 32 GB)",6490,MT6763T Processor,4.3,"1,191 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Ice Lake, 64 GB)",13990,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"10,038 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Blue Ocean, 64 GB)",11490,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"10,038 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Black Sea, 64 GB)",13990,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"10,038 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3500 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 2 Pro (Blue Ocean, 64 GB)",11490,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,4.5,"44,638 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Li Polymer Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Redmi Go (Black, 16 GB)",4999,Qualcomm Snapdragon 425 Processor,4.3,"13,123 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.49 cm (6.1 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Moto E6s (Rich Cranberry, 64 GB)",7999,MediaTek Helio P22 Processor,4.1,"6,383 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3260 mAh Li-ion Battery,16MP + 2MP | 16MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Vivo V9 Youth (Black, 32 GB)",16990,Qualcomm Snapdragon 450 Processor,4.4,"2,926 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
4030 mAh Li-ion Battery,13MP + 2MP | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo Y93 (Nebula Purple, 64 GB)",12490,MediaTek Helio P22 Processor,4.4,714 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2600 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Samsung Galaxy On5 (Gold, 8 GB)",8192,Exynos 3475 Quad Core 1.3GHz Processor,4.3,"27,017 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
1800 mAh Li-Ion Battery,5MP Rear Camera | 2MP Front Camera,11.43 cm (4.5 inch) WVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,"Micromax Vdeo 2 (Champagne, 8 GB)",3199,Spreadtrum SC9832 Quad Core 1.3GHz Processor,3.8,"1,314 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
2000 mAh Li-Ion Battery,8MP Rear Camera | 5MP Front Camera,12.7 cm (5 inch) HD Display,3 GB RAM | 16 GB ROM,"Micromax Canvas 5 Lite-Special Edition (Maple Wood, 16 GB)",4399,Mediatek MTK6735P Quad Core 1GHz Processor,3.6,670 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Polymer Battery,5MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Micromax Bharat 5 Infinity Edition (Rose Gold, 16 GB)",6999,MT6739 Processor,3.9,360 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
5000 mAh Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus Zenfone 3s Max (Black, 32 GB)",14999,"Octa Core Processor MediaTek MT6750, 1.5GHz Processor",4,"5,158 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
3000 mAh Battery,12MP Rear Camera,13.21 cm (5.2 inch) Display,4 GB RAM | 64 GB ROM,"Honor 8 Lite (Blue, 64 GB)",10490,"12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",4.3,958 Reviews,,,,,,,
2000 mAh Battery,8MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,"Micromax Canvas 2 Colors A120 (Grey, 4 GB)",9005,MT6582 Processor,3.9,747 Reviews,1 Year for Mobile & 6 Months for Accessories,,,,,,
4300 mAh Battery,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,16.76 cm (6.6 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 6 Pro (Lightning Red, 64 GB)",17999,Snapdragon 720G Processor,4.4,"3,991 Reviews",90 Hz Ultra Smooth Display,,,,,,
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Glacier Grey, 64 GB)",16999,Kirin 659 Processor,4.3,"12,119 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",,,,,,
3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V7+ (Gold, 64 GB)",22221,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4.4,"2,706 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
1600 mAh Battery,2MP Rear Camera | 0.3MP Front Camera,10.16 cm (4 inch) Display,512 MB RAM | 4 GB ROM | Expandable Upto 32 GB,"Ziox Astra NXT (Black, 4 GB)",2499,1 Year Manufacturer Warranty,3.1,2 Reviews,,,,,,,
3500 mAh Battery,12MP + 13MP | 20MP Front Camera,15.7 cm (6.18 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 400 GB,"Nokia 8.1 (Blue, 64 GB)",14999,Qualcomm Snapdragon 710 Processor,4.3,"1,372 Reviews",1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,,,,,,
5000 mAh Battery,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,16.51 cm (6.5 inch) Display,3 GB RAM | 64 GB ROM,"OPPO A5 2020 (Mirror Black, 64 GB)",13980,Qualcomm Snapdragon 665 Processor,4.4,200 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,,,,,,
